Nave,Eta,Doc.Entrega,Pos.Entrega,VOLUM_ENTREGA,UMV,Material,FPE,FPAN,Status Movimiento de Mcía,Descripcion Material
TBN SAN VICENTE,2013-02-28,802985208,10,22.396,M3,891194,2012-12-30,2013-01-10,A,TRU ST CARB II 2440x1220x6/1RA/TA114
MSC INES,2013-01-10,802985210,10,22.396,M3,891194,2012-12-30,2013-01-10,A,TRU ST CARB II 2440x1220x6/1RA/TA114
HANJIN LONG BEACH,2013-01-24,802985212,10,25.722,M3,798540,2012-12-30,2013-01-22,A,TRU UL CARB II 2440x1220x15/1RA/TA64
HANJIN LONG BEACH,2013-01-24,802985212,20,8.841,M3,747857,2012-12-30,2013-01-22,A,TRU UL 2440x1220x15/1RA/TA66
HANJIN LONG BEACH,2013-01-24,802985212,30,2.947,M3,747860,2012-12-30,2013-01-22,A,TRU UL CARB II 2440x1220x18/1RA/TA55
HANJIN LONG BEACH,2013-01-24,802985212,40,2.947,M3,765491,2012-12-30,2013-01-22,A,TRU UL CARB 2440x1220x15/1RA/TA66
HANJIN LONG BEACH,2013-01-24,802985214,10,30.002,M3,922448,2013-12-30,2013-01-21,A,MNA L 135-BCO M 2440x1220x18/1/T40
CMA CGM NABUCCO,2013-01-17,802985217,10,5.894,M3,882904,2013-12-30,2013-01-19,A,MNA L CEDR LISO 1C 2440x1220x18/1RA/TA55
CMA CGM NABUCCO,2013-01-17,802985217,30,34.08,M3,748863,2013-12-30,2013-01-19,A,MNA L 135-BCO M 2440x1220x18/1/C53
HANJIN LONG BEACH,2013-01-24,802985222,10,11.788,M3,882904,2012-12-30,2013-01-22,A,MNA L CEDR LISO 1C 2440x1220x18/1RA/TA55
HANJIN LONG BEACH,2013-01-24,802985222,20,8.841,M3,753705,2012-12-30,2013-01-22,A,MNA S CARB BCO LI1C2440x1220x18/TA55
HANJIN LONG BEACH,2013-01-24,802985222,30,15.001,M3,922448,2012-12-30,2013-01-22,A,MNA L 135-BCO M 2440x1220x18/1/T40
MSC LORENA,2013-01-25,802985233,10,44.928,M3,903677,2013-01-23,2013-01-28,A,Ply CpC WBP 2400x1200x15 S2S P30 EAN
MSC LORENA,2013-01-25,802985237,10,44.928,M3,903677,2013-01-23,2013-01-28,A,Ply CpC WBP 2400x1200x15 S2S P30 EAN
MSC LORENA,2013-01-25,802985239,10,44.928,M3,903677,2013-01-23,2013-01-28,A,Ply CpC WBP 2400x1200x15 S2S P30 EAN
MSC LORENA,2013-01-25,802985241,10,44.928,M3,903677,2013-01-23,2013-01-24,A,Ply CpC WBP 2400x1200x15 S2S P30 EAN
MSC ROMANOS,2013-01-14,802985244,10,44.928,M3,903677,2013-01-23,2013-01-10,A,Ply CpC WBP 2400x1200x15 S2S P30 EAN
MSC ELA,2013-02-06,802985253,1,5.716,M3,501662,2013-02-06,2013-02-14,A,Ply AC EXT 2440x1220x12 S2S
MSC ELA,2013-02-06,802985253,2,20.251,M3,501679,2013-02-06,2013-02-14,A,Ply AC EXT 2440x1220x18 S2S
MSC ELA,2013-02-06,802985253,3,11.572,M3,501716,2013-02-06,2013-02-14,A,Ply AC UL 2440x1220x9 S2S
MSC ELA,2013-02-06,802985253,4,5.786,M3,501914,2013-02-06,2013-02-14,A,"Ply BC Deco EXT 2440x1220x9 WG-2"" Ex"
MSC ELA,2013-02-06,802985253,5,2.902,M3,501689,2013-02-06,2013-02-14,A,Ply AC EXT 2440x1220x25 S2S
HANSA ATLANTIC,2013-01-24,802985255,1,17.148,M3,501662,2013-02-06,2013-01-24,A,Ply AC EXT 2440x1220x12 S2S
HANSA ATLANTIC,2013-01-24,802985255,2,20.251,M3,501679,2013-02-06,2013-01-24,A,Ply AC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802985255,3,5.786,M3,501793,2013-02-06,2013-01-24,A,"Ply AnC EXT 2440x1220x9 WG-2"""
MSC PILAR,2013-01-29,802985257,1,34.716,M3,501679,2013-02-06,2013-02-14,A,Ply AC EXT 2440x1220x18 S2S
MSC PILAR,2013-01-29,802985257,2,8.679,M3,501716,2013-02-06,2013-02-14,A,Ply AC UL 2440x1220x9 S2S
HANSA ATLANTIC,2013-01-24,802985258,1,46.288,M3,501679,2013-02-06,2013-01-23,A,Ply AC EXT 2440x1220x18 S2S
MSC ELA,2013-02-06,802985343,1,5.716,M3,501662,2013-02-06,2013-02-14,A,Ply AC EXT 2440x1220x12 S2S
MSC ELA,2013-02-06,802985343,2,17.358,M3,501679,2013-02-06,2013-02-14,A,Ply AC EXT 2440x1220x18 S2S
MSC ELA,2013-02-06,802985343,3,5.786,M3,501716,2013-02-06,2013-02-14,A,Ply AC UL 2440x1220x9 S2S
MSC ELA,2013-02-06,802985343,4,5.786,M3,501914,2013-02-06,2013-02-14,A,"Ply BC Deco EXT 2440x1220x9 WG-2"" Ex"
MSC ELA,2013-02-06,802985343,5,8.706,M3,501890,2013-02-06,2013-02-14,A,"Ply BC Deco EXT 2440x1220x15 TMP-4"" R"
MSC ELA,2013-02-06,802985343,6,5.804,M3,501879,2013-02-06,2013-02-14,A,Ply BC Deco EXT 2440x1220x15 R CR
HANSA ATLANTIC,2013-01-24,802985345,1,5.716,M3,501662,2013-02-06,2013-01-24,A,Ply AC EXT 2440x1220x12 S2S
HANSA ATLANTIC,2013-01-24,802985345,2,14.465,M3,501679,2013-02-06,2013-01-24,A,Ply AC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802985345,3,11.572,M3,501793,2013-02-06,2013-01-24,A,"Ply AnC EXT 2440x1220x9 WG-2"""
HANSA ATLANTIC,2013-01-24,802985345,4,8.706,M3,501893,2013-02-06,2013-01-24,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
HANSA ATLANTIC,2013-01-24,802985345,5,8.706,M3,501865,2013-02-06,2013-01-24,A,"Ply BC Deco EXB 2440x1220x15 RBB-12"" R"
MSC PILAR,2013-01-29,802985346,1,11.432,M3,501662,2013-02-06,2013-02-14,A,Ply AC EXT 2440x1220x12 S2S
MSC PILAR,2013-01-29,802985346,2,11.572,M3,501716,2013-02-06,2013-02-14,A,Ply AC UL 2440x1220x9 S2S
MSC PILAR,2013-01-29,802985346,3,5.786,M3,501914,2013-02-06,2013-02-14,A,"Ply BC Deco EXT 2440x1220x9 WG-2"" Ex"
MSC PILAR,2013-01-29,802985346,4,5.804,M3,501893,2013-02-06,2013-02-14,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC PILAR,2013-01-29,802985346,5,5.804,M3,501865,2013-02-06,2013-02-14,A,"Ply BC Deco EXB 2440x1220x15 RBB-12"" R"
MSC PILAR,2013-01-29,802985346,6,5.804,M3,501890,2013-02-06,2013-02-14,A,"Ply BC Deco EXT 2440x1220x15 TMP-4"" R"
HANSA ATLANTIC,2013-01-24,802985347,1,28.93,M3,501679,2013-02-06,2013-01-24,A,Ply AC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802985347,2,5.786,M3,501914,2013-02-06,2013-01-24,A,"Ply BC Deco EXT 2440x1220x9 WG-2"" Ex"
HANSA ATLANTIC,2013-01-24,802985347,3,14.51,M3,501689,2013-02-06,2013-01-24,A,Ply AC EXT 2440x1220x25 S2S
HANSA ATLANTIC,2013-01-24,802985348,1,2.858,M3,501662,2013-02-06,2013-01-23,A,Ply AC EXT 2440x1220x12 S2S
HANSA ATLANTIC,2013-01-24,802985348,2,46.288,M3,501679,2013-02-06,2013-01-23,A,Ply AC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802985374,1,5.786,M3,501679,2013-02-06,2013-01-24,A,Ply AC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802985374,2,43.395,M3,501984,2013-02-06,2013-01-24,A,Ply BC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802985374,2,43.395,M3,501984,2013-02-06,2013-01-24,A,Ply BC EXT 2440x1220x18 S2S
STADT WEIMAR,2013-01-16,802985481,10,49.181,M3,502178,2013-01-23,2013-01-13,A,Ply BC WBP 2440x1220x18 S2S
CSAV RUPANCO,2013-01-23,802985484,10,23.216,M3,502152,2013-01-23,2013-01-31,A,Ply BC WBP 2440x1220x15 S2S
CSAV RUPANCO,2013-01-23,802985484,20,2.858,M3,502123,2013-01-23,2013-01-31,A,Ply BC WBP 2440x1220x12 S2S
CSAV RUPANCO,2013-01-23,802985484,30,23.144,M3,502016,2013-01-23,2013-01-31,A,Ply BC EXT 2440x1220x9 S2S
STADT WEIMAR,2013-01-16,802985487,10,5.804,M3,502220,2013-01-23,2013-01-13,A,Ply BC WBP 2440x1220x25 S2S
STADT WEIMAR,2013-01-16,802985487,20,43.395,M3,502178,2013-01-23,2013-01-13,A,Ply BC WBP 2440x1220x18 S2S
STADT WEIMAR,2013-01-16,802985488,10,49.181,M3,502117,2013-01-23,2013-01-09,A,Ply BC WBP 2440x1220x18 S2S T&G-M
MSC ROMANOS,2013-01-14,802985571,10,48.586,M3,502123,2013-01-23,2013-01-13,A,Ply BC WBP 2440x1220x12 S2S
MSC ROMANOS,2013-01-14,802985574,10,147.543,M3,502117,2013-01-23,2013-01-10,A,Ply BC WBP 2440x1220x18 S2S T&G-M
MSC PILAR,2013-01-29,802985613,1,50.082,M3,735716,2013-02-03,2013-01-31,A,Ply BB EXT 2465x1245x12 S2S
HANSA ATLANTIC,2013-01-24,802985614,1,50.082,M3,735716,2013-02-03,2013-01-31,A,Ply BB EXT 2465x1245x12 S2S
HANSA ATLANTIC,2013-01-24,802985712,1,49.181,M3,501984,2013-02-06,2013-01-24,A,Ply BC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802985714,1,28.93,M3,501679,2013-02-06,2013-01-24,A,Ply AC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802985714,2,20.251,M3,501984,2013-02-06,2013-01-24,A,Ply BC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802985715,1,46.288,M3,501679,2013-02-06,2013-01-23,A,Ply AC EXT 2440x1220x18 S2S
MSC PILAR,2013-01-29,802985887,10,8.12,M3,505231,2013-02-06,2013-01-31,A,"TRU ST 2440x1220x5,5/1RA/CO124"
MSC PILAR,2013-01-29,802985887,60,5.894,M3,505113,2013-02-06,2013-01-31,A,RAN L DES H 2440x1220x18/1RA/CS55
MSC PILAR,2013-01-29,802985887,80,9.968,M3,505171,2013-02-06,2013-01-31,A,TRU LI 2440x1830x9/1RA/CO62
MSC PILAR,2013-01-29,802985887,130,12.725,M3,505344,2013-02-06,2013-01-31,A,TRU UL 2440x1830x15/1RA/CO38
MSC PILAR,2013-01-29,802985899,10,10.15,M3,505231,2013-01-23,2013-01-31,A,"TRU ST 2440x1220x5,5/1RA/CO124"
MSC PILAR,2013-01-29,802985899,20,18.942,M3,505156,2013-01-23,2013-01-31,A,TRU LI 2440x1220x9/1RA/CO101
MSC PILAR,2013-01-29,802985899,30,10.86,M3,747704,2013-01-23,2013-01-31,A,TRU LI 2440x1220x12/1RA/CO76
MSC PILAR,2013-01-29,802985899,40,10.896,M3,747732,2013-01-23,2013-01-31,A,TRU LI 2440x1220x15/1RA/CO61
MSC PILAR,2013-01-29,802985899,50,10.716,M3,747742,2013-01-23,2013-01-31,A,TRU LI 2440x1220x18/1RA/CO50
MSC PILAR,2013-01-29,802985899,60,5.894,M3,505113,2013-01-23,2013-01-31,A,RAN L DES H 2440x1220x18/1RA/CS55
MSC PILAR,2013-01-29,802985899,80,5.894,M3,986306,2013-01-23,2013-01-31,A,RAN L MNA BCO SOF H2440x1220x18/1RA/CS55
CMA CGM DON GIOVANNI,2013-01-31,802985906,10,10.15,M3,505231,2013-01-23,2013-01-31,A,"TRU ST 2440x1220x5,5/1RA/CO124"
CMA CGM DON GIOVANNI,2013-01-31,802985906,50,10.716,M3,747742,2013-01-23,2013-01-31,A,TRU LI 2440x1220x18/1RA/CO50
CMA CGM DON GIOVANNI,2013-01-31,802985906,60,5.894,M3,505113,2013-01-23,2013-01-31,A,RAN L DES H 2440x1220x18/1RA/CS55
CMA CGM DON GIOVANNI,2013-01-31,802985906,80,5.894,M3,986306,2013-01-23,2013-01-31,A,RAN L MNA BCO SOF H2440x1220x18/1RA/CS55
CSAV ROMERAL,2013-01-30,802987040,10,47.152,M3,505128,2013-01-24,2013-01-31,A,RAN L MNA BCO LS H 2440x1220x18/1RA/CS55
CCNI AQUILES,2013-02-06,802987049,10,41.258,M3,505128,2013-02-02,2013-02-07,A,RAN L MNA BCO LS H 2440x1220x18/1RA/CS55
CCNI AQUILES,2013-02-06,802987049,20,5.894,M3,505113,2013-02-02,2013-02-07,A,RAN L DES H 2440x1220x18/1RA/CS55
TBN MADERAS,2013-03-01,802987051,10,47.152,M3,505128,2013-03-15,2013-03-08,A,RAN L MNA BCO LS H 2440x1220x18/1RA/CS55
MOL PROSPERITY,2013-01-31,802987089,30,97.188,M3,748220,2013-01-31,2013-01-31,A,"CHO LISO 2440x1520x2,4/A2/EN130"
NYK LYNX,2013-01-11,802987294,10,65.34,M3,982057,2012-12-19,2013-01-12,A,TRU LI E1 2460x820x12/1RA/CO60
NYK LYNX,2013-01-11,802987294,20,4.356,M3,982056,2012-12-19,2013-01-12,A,TRU LI E1 2460x820x15/1RA/CO48
MSC AUSTRIA,2013-01-17,802987631,1,94.724,M3,690050,2013-01-24,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S bar ch 3F
MSC AUSTRIA,2013-01-17,802987635,1,45.44,M3,905814,2013-01-24,2013-01-18,A,"Ply BC WBP 2440x1220x9 WG-1,6"" bar ch ZP"
MSC AUSTRIA,2013-01-17,802987636,1,44.288,M3,905815,2013-01-24,2013-01-18,A,"Ply BC EXB 2440x1220x15RBB-12""R barch ZP"
HANSA ATLANTIC,2013-01-24,802987637,1,181.76,M3,905813,2013-01-24,2013-01-28,A,"Ply BC WBP 2440x1220x9 TPP-4""R bar ch ZP"
MSC AUSTRIA,2013-01-17,802987638,1,142.086,M3,917766,2013-01-24,2013-01-12,A,Ply AC EXT 2440x1220x18 S2S bar ch 5F ZP
MSC ROMANOS,2013-01-14,802987639,1,195.02,M3,917766,2013-01-24,2013-01-14,A,Ply AC EXT 2440x1220x18 S2S bar ch 5F ZP
MSC AUSTRIA,2013-01-17,802987687,2,189.448,M3,917766,2013-01-24,2013-01-11,A,Ply AC EXT 2440x1220x18 S2S bar ch 5F ZP
MSC PILAR,2013-01-29,802987938,1,26.037,M3,501679,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S
MSC PILAR,2013-01-29,802987938,2,5.418,M3,501715,2013-01-31,2013-02-07,A,"Ply AC UL 2440x1220x6,5 S2S"
MSC PILAR,2013-01-29,802987938,3,11.572,M3,501716,2013-01-31,2013-02-07,A,Ply AC UL 2440x1220x9 S2S
MSC PILAR,2013-01-29,802987938,4,5.786,M3,501793,2013-01-31,2013-02-07,A,"Ply AnC EXT 2440x1220x9 WG-2"""
HANSA ATLANTIC,2013-01-24,802987939,1,23.144,M3,501679,2013-01-31,2013-01-24,A,Ply AC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802987939,2,5.804,M3,501893,2013-01-31,2013-01-24,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
HANSA ATLANTIC,2013-01-24,802987939,3,11.608,M3,501865,2013-01-31,2013-01-24,A,"Ply BC Deco EXB 2440x1220x15 RBB-12"" R"
HANSA ATLANTIC,2013-01-24,802987939,4,8.706,M3,501890,2013-01-31,2013-01-24,A,"Ply BC Deco EXT 2440x1220x15 TMP-4"" R"
HANSA ATLANTIC,2013-01-24,802987940,1,23.144,M3,501679,2013-01-31,2013-01-24,A,Ply AC EXT 2440x1220x18 S2S
HANSA ATLANTIC,2013-01-24,802987940,2,17.358,M3,501914,2013-01-31,2013-01-24,A,"Ply BC Deco EXT 2440x1220x9 WG-2"" Ex"
HANSA ATLANTIC,2013-01-24,802987940,3,8.706,M3,501893,2013-01-31,2013-01-24,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC PILAR,2013-01-29,802987941,1,11.572,M3,501679,2013-01-31,2013-01-31,A,Ply AC EXT 2440x1220x18 S2S
MSC PILAR,2013-01-29,802987941,2,37.726,M3,501893,2013-01-31,2013-01-31,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC KYOTO,2013-02-12,802987942,1,11.572,M3,501679,2013-02-06,2013-02-13,A,Ply AC EXT 2440x1220x18 S2S
MSC KYOTO,2013-02-12,802987942,2,37.726,M3,501893,2013-02-06,2013-02-13,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC AUSTRIA,2013-01-17,802987943,1,26.118,M3,501670,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x15 S2S
MSC AUSTRIA,2013-01-17,802987943,2,20.314,M3,501893,2013-01-31,2013-01-18,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC AUSTRIA,2013-01-17,802987943,3,2.893,M3,501610,2013-01-31,2013-01-18,A,Ply AB EXT 2440x1220x18 S2S
MSC AUSTRIA,2013-01-17,802987944,1,11.432,M3,501662,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
MSC AUSTRIA,2013-01-17,802987944,2,2.902,M3,501670,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x15 S2S
MSC AUSTRIA,2013-01-17,802987944,3,34.716,M3,501679,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x18 S2S
MSC AUSTRIA,2013-01-17,802987945,1,48.586,M3,501662,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
MSC AUSTRIA,2013-01-17,802987946,1,48.586,M3,501662,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
MSC INGRID,2013-01-01,802987999,1,8.679,M3,501610,2013-01-02,2012-12-28,C,Ply AB EXT 2440x1220x18 S2S
MSC INGRID,2013-01-01,802987999,2,8.576,M3,501911,2013-01-02,2012-12-28,C,"Ply BC Deco EXT 2440x1220x9 WG-2"" ch #40"
MSC INGRID,2013-01-01,802987999,3,28.93,M3,690073,2013-01-02,2012-12-28,C,"Ply BC Deco EXT 2440x1220x9 WG-2"" C/F 3Z"
MSC AUSTRIA,2013-01-17,802988001,1,20.251,M3,501679,2013-01-02,2013-01-13,A,Ply AC EXT 2440x1220x18 S2S
MSC AUSTRIA,2013-01-17,802988001,2,28.93,M3,690073,2013-01-02,2013-01-13,A,"Ply BC Deco EXT 2440x1220x9 WG-2"" C/F 3Z"
MSC INGRID,2013-01-01,802988002,1,20.251,M3,501679,2013-01-02,2012-12-28,C,Ply AC EXT 2440x1220x18 S2S
MSC INGRID,2013-01-01,802988002,1,20.251,M3,501679,2013-01-02,2012-12-28,C,Ply AC EXT 2440x1220x18 S2S
MSC INGRID,2013-01-01,802988002,2,28.93,M3,502245,2013-01-02,2012-12-28,C,"Ply BC WBP 2440x1220x9 S2S WG-2"""
MSC INGRID,2013-01-01,802988003,1,17.358,M3,501679,2013-01-02,2012-12-28,C,Ply AC EXT 2440x1220x18 S2S
MSC INGRID,2013-01-01,802988003,1,17.358,M3,501679,2013-01-02,2012-12-28,C,Ply AC EXT 2440x1220x18 S2S
MSC INGRID,2013-01-01,802988003,2,31.823,M3,502245,2013-01-02,2012-12-28,C,"Ply BC WBP 2440x1220x9 S2S WG-2"""
MSC BREMEN,2013-02-08,802988482,10,45.728,M3,906364,2013-02-06,2013-02-06,A,"Ply BC Deco EXT 2440x1220x12 TMP-4"" EAN"
CSAV RECIFE,2013-02-01,802988546,1,23.144,M3,501679,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S
CSAV RECIFE,2013-02-01,802988546,2,24.381,M3,501715,2013-01-31,2013-02-07,A,"Ply AC UL 2440x1220x6,5 S2S"
CSAV RECIFE,2013-02-01,802988548,1,20.251,M3,501679,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S
CSAV RECIFE,2013-02-01,802988548,2,28.93,M3,501716,2013-01-31,2013-02-07,A,Ply AC UL 2440x1220x9 S2S
CSAV SUAPE,2013-01-18,802988549,1,8.574,M3,501662,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
CSAV SUAPE,2013-01-18,802988549,2,14.51,M3,501670,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x15 S2S
CSAV SUAPE,2013-01-18,802988549,3,26.118,M3,501689,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x25 S2S
CSAV SUAPE,2013-01-18,802988550,1,20.006,M3,501662,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
CSAV SUAPE,2013-01-18,802988550,2,29.02,M3,501670,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x15 S2S
CSAV SUAPE,2013-01-18,802988552,1,48.586,M3,501662,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
CSAV SUAPE,2013-01-18,802988554,1,48.586,M3,501662,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
MSC LORENA,2013-01-25,802988644,1,20.251,M3,501679,2013-01-24,2013-01-31,A,Ply AC EXT 2440x1220x18 S2S
MSC LORENA,2013-01-25,802988644,2,5.418,M3,501715,2013-01-24,2013-01-31,A,"Ply AC UL 2440x1220x6,5 S2S"
MSC LORENA,2013-01-25,802988644,3,8.679,M3,501716,2013-01-24,2013-01-31,A,Ply AC UL 2440x1220x9 S2S
MSC LORENA,2013-01-25,802988644,4,5.36,M3,501796,2013-01-24,2013-01-31,A,"Ply AnC EXT 2440x1220x9 WG-2"" ch #50"
MSC ROMANOS,2013-01-14,802988646,1,22.864,M3,501662,2013-01-24,2013-01-14,A,Ply AC EXT 2440x1220x12 S2S
MSC ROMANOS,2013-01-14,802988646,2,8.679,M3,501679,2013-01-24,2013-01-14,A,Ply AC EXT 2440x1220x18 S2S
MSC ROMANOS,2013-01-14,802988646,3,8.706,M3,501689,2013-01-24,2013-01-14,A,Ply AC EXT 2440x1220x25 S2S
GEORGE WASHINGTON BR,2013-01-24,802988648,1,14.465,M3,501679,2013-01-24,2013-01-31,A,Ply AC EXT 2440x1220x18 S2S
GEORGE WASHINGTON BR,2013-01-24,802988648,2,32.508,M3,501715,2013-01-24,2013-01-31,A,"Ply AC UL 2440x1220x6,5 S2S"
GEORGE WASHINGTON BR,2013-01-24,802988649,1,20.251,M3,501679,2013-01-24,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S
GEORGE WASHINGTON BR,2013-01-24,802988649,2,23.144,M3,501716,2013-01-24,2013-02-07,A,Ply AC UL 2440x1220x9 S2S
GEORGE WASHINGTON BR,2013-01-24,802988649,3,23.144,M3,501793,2013-01-24,2013-02-07,A,"Ply AnC EXT 2440x1220x9 WG-2"""
GEORGE WASHINGTON BR,2013-01-24,802988649,4,23.216,M3,501893,2013-01-24,2013-02-07,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
GEORGE WASHINGTON BR,2013-01-24,802988650,1,26.037,M3,501679,2013-01-24,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S
GEORGE WASHINGTON BR,2013-01-24,802988650,2,23.144,M3,501716,2013-01-24,2013-02-07,A,Ply AC UL 2440x1220x9 S2S
NYK LYNX,2013-01-11,802988652,1,29.02,M3,501670,2013-01-24,2013-01-11,A,Ply AC EXT 2440x1220x15 S2S
NYK LYNX,2013-01-11,802988652,2,20.251,M3,501679,2013-01-24,2013-01-11,A,Ply AC EXT 2440x1220x18 S2S
GREENWICH BRIDGE,2013-01-17,802988653,1,31.438,M3,501662,2013-01-24,2013-01-14,A,Ply AC EXT 2440x1220x12 S2S
GREENWICH BRIDGE,2013-01-17,802988653,2,17.358,M3,501679,2013-01-24,2013-01-14,A,Ply AC EXT 2440x1220x18 S2S
GREENWICH BRIDGE,2013-01-17,802988655,1,48.586,M3,501662,2013-01-24,2013-01-14,A,Ply AC EXT 2440x1220x12 S2S
MSC KYOTO,2013-02-12,802988656,1,11.572,M3,501679,2013-02-06,2013-02-13,A,Ply AC EXT 2440x1220x18 S2S
MSC KYOTO,2013-02-12,802988656,2,37.726,M3,501893,2013-02-06,2013-02-13,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC KYOTO,2013-02-12,802988658,1,11.572,M3,501679,2013-02-06,2013-02-13,A,Ply AC EXT 2440x1220x18 S2S
MSC KYOTO,2013-02-12,802988658,2,37.726,M3,501893,2013-02-06,2013-02-13,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC KYOTO,2013-02-12,802988659,1,11.572,M3,501679,2013-02-06,2013-02-13,A,Ply AC EXT 2440x1220x18 S2S
MSC KYOTO,2013-02-12,802988659,2,37.726,M3,501893,2013-02-06,2013-02-13,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
MSC AUSTRIA,2013-01-17,802988660,1,11.572,M3,501679,2013-01-31,2013-01-18,A,Ply AC EXT 2440x1220x18 S2S
MSC AUSTRIA,2013-01-17,802988660,2,37.726,M3,501890,2013-01-31,2013-01-18,A,"Ply BC Deco EXT 2440x1220x15 TMP-4"" R"
MSC KYOTO,2013-02-12,802988662,1,11.572,M3,501679,2013-02-06,2013-02-13,A,Ply AC EXT 2440x1220x18 S2S
MSC KYOTO,2013-02-12,802988662,2,37.726,M3,501893,2013-02-06,2013-02-13,A,"Ply BC Deco EXT 2440x1220x15 TMP-8"" R"
HANSA ATLANTIC,2013-01-24,802988728,1,50.711,M3,738587,2013-01-24,2013-01-24,A,Ply CpC WBP 2465x1245x18 S2S
HANSA ATLANTIC,2013-01-24,802988729,1,50.711,M3,738587,2013-01-24,2013-01-24,A,Ply CpC WBP 2465x1245x18 S2S
HANSA ATLANTIC,2013-01-24,802988730,1,50.711,M3,738587,2013-01-24,2013-01-24,A,Ply CpC WBP 2465x1245x18 S2S
HANSA ATLANTIC,2013-01-24,802988731,1,50.711,M3,738587,2013-01-24,2013-01-24,A,Ply CpC WBP 2465x1245x18 S2S
HANSA ATLANTIC,2013-01-24,802988732,1,50.711,M3,738587,2013-01-24,2013-01-24,A,Ply CpC WBP 2465x1245x18 S2S
HANSA ATLANTIC,2013-01-24,802988733,1,50.711,M3,738587,2013-01-24,2013-01-24,A,Ply CpC WBP 2465x1245x18 S2S
MSC PILAR,2013-01-29,802988949,1,34.716,M3,501679,2013-01-25,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S
MSC PILAR,2013-01-29,802988949,1,34.716,M3,501679,2013-01-25,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S
MSC PILAR,2013-01-29,802988949,2,5.418,M3,501715,2013-01-25,2013-02-07,A,"Ply AC UL 2440x1220x6,5 S2S"
MSC PILAR,2013-01-29,802988949,3,5.786,M3,501716,2013-01-25,2013-02-07,A,Ply AC UL 2440x1220x9 S2S
MSC AUSTRIA,2013-01-17,802988950,1,25.722,M3,501662,2013-01-25,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
MSC AUSTRIA,2013-01-17,802988950,2,8.706,M3,501670,2013-01-25,2013-01-18,A,Ply AC EXT 2440x1220x15 S2S
MSC AUSTRIA,2013-01-17,802988950,3,11.572,M3,501679,2013-01-25,2013-01-18,A,Ply AC EXT 2440x1220x18 S2S
MSC LORENA,2013-01-25,802988952,1,17.358,M3,501679,2013-01-25,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S
MSC LORENA,2013-01-25,802988952,2,16.254,M3,501715,2013-01-25,2013-02-07,A,"Ply AC UL 2440x1220x6,5 S2S"
MSC LORENA,2013-01-25,802988952,3,5.786,M3,501716,2013-01-25,2013-02-07,A,Ply AC UL 2440x1220x9 S2S
